"reviewStatus","reviewer","reviewNotes","bookTitle","grade","term","readingType","regionId","chapterTitle","questionType","difficulty","prompt","options","answerIndex","answerText","answerRubric","successResponse","retryResponse","sourceLabel","sourceExcerpt","bookId","chapterId","questionId"
"pending","","","绿野仙踪","2","下册","必读","sky-kingdom","第一章　遭遇龙卷风","plot_choice","2","云端信使摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“龙卷风避难穴”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“龙卷风避难穴”这条线索继续找","","云端信使露出笑容：没错，真正的冒险者会顺着故事线索往前走。","云端信使指了指书页：想一想，这一段里什么事情让故事继续前进？","《绿野仙踪》·第一章　遭遇龙卷风","多
萝茜抱着淘淘站在门里，也仰头望着天空。","local-2年级-二年级下册必读-绿野仙踪","local-2年级-二年级下册必读-绿野仙踪-chapter-1","local-2年级-二年级下册必读-绿野仙踪-chapter-1-q2"
"pending","","","绿野仙踪","2","下册","必读","sky-kingdom","第一章　遭遇龙卷风","npc_dialogue","2","云端信使说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“龙卷风避难穴”说明故事变化","提到“龙卷风避难穴”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","云端信使把这条线索记进冒险日志：说得好，我们可以继续前进了。","云端信使温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《绿野仙踪》·第一章　遭遇龙卷风","房子仍在摇晃不止，风也仍在狂吼乱叫，多萝茜轻轻地闭上眼睛，
不一会儿便进入了沉沉的梦乡。","local-2年级-二年级下册必读-绿野仙踪","local-2年级-二年级下册必读-绿野仙踪-chapter-1","local-2年级-二年级下册必读-绿野仙踪-chapter-1-q3"
"pending","","","绿野仙踪","2","下册","必读","sky-kingdom","第二章　遇见芒奇金人","memory","1","云端信使轻声问：刚才这段里，哪个线索最值得记住？","女魔法师 | 是的 | 北方好女巫","0","女魔法师","","云端信使点点头：对，就是这个线索。你已经抓住故事里的关键了。","云端信使提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《绿野仙踪》·第二章　遇见芒奇金人","多萝茜正甜甜地睡着，突然，猛烈的震动让她一下子惊醒过来。","local-2年级-二年级下册必读-绿野仙踪","local-2年级-二年级下册必读-绿野仙踪-chapter-2","local-2年级-二年级下册必读-绿野仙踪-chapter-2-q1"
"pending","","","绿野仙踪","2","下册","必读","sky-kingdom","第二章　遇见芒奇金人","plot_choice","2","云端信使摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“女魔法师”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“女魔法师”这条线索继续找","","云端信使露出笑容：没错，真正的冒险者会顺着故事线索往前走。","云端信使指了指书页：想一想，这一段里什么事情让故事继续前进？","《绿野仙踪》·第二章　遇见芒奇金人","”
“
可是，
”
多萝茜想了一下，说，
“
艾姆婶婶曾经告诉过我，很多很
多年以前，女巫们就已经死了。","local-2年级-二年级下册必读-绿野仙踪","local-2年级-二年级下册必读-绿野仙踪-chapter-2","local-2年级-二年级下册必读-绿野仙踪-chapter-2-q2"
"pending","","","绿野仙踪","2","下册","必读","sky-kingdom","第二章　遇见芒奇金人","npc_dialogue","2","云端信使说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“女魔法师”说明故事变化","提到“女魔法师”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","云端信使把这条线索记进冒险日志：说得好，我们可以继续前进了。","云端信使温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《绿野仙踪》·第二章　遇见芒奇金人","但是，多萝茜却一点儿都没感到吃惊，在知道小个子老女人是一个
女巫之后，她早就料到她会像刚才那样消失不见。","local-2年级-二年级下册必读-绿野仙踪","local-2年级-二年级下册必读-绿野仙踪-chapter-2","local-2年级-二年级下册必读-绿野仙踪-chapter-2-q3"
"pending","","","绿野仙踪","2","下册","必读","sky-kingdom","第三章　搭救稻草人","memory","1","云端信使轻声问：刚才这段里，哪个线索最值得记住？","谢谢你 | 我不清楚 | 你好啊","0","谢谢你","","云端信使点点头：对，就是这个线索。你已经抓住故事里的关键了。","云端信使提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《绿野仙踪》·第三章　搭救稻草人","只剩下多萝茜一个人了，她的肚子开始咕咕叫。","local-2年级-二年级下册必读-绿野仙踪","local-2年级-二年级下册必读-绿野仙踪-chapter-3","local-2年级-二年级下册必读-绿野仙踪-chapter-3-q1"
"pending","","","绿野仙踪","2","下册","必读","sky-kingdom","第三章　搭救稻草人","plot_choice","2","云端信使摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“谢谢你”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“谢谢你”这条线索继续找","","云端信使露出笑容：没错，真正的冒险者会顺着故事线索往前走。","云端信使指了指书页：想一想，这一段里什么事情让故事继续前进？","《绿野仙踪》·第三章　搭救稻草人","起床后，多萝茜吃了一顿丰盛的早餐，又饶有兴趣地看着一个芒奇
金小宝宝和淘淘一起玩耍。","local-2年级-二年级下册必读-绿野仙踪","local-2年级-二年级下册必读-绿野仙踪-chapter-3","local-2年级-二年级下册必读-绿野仙踪-chapter-3-q2"
"pending","","","绿野仙踪","2","下册","必读","sky-kingdom","第三章　搭救稻草人","npc_dialogue","2","云端信使说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“谢谢你”说明故事变化","提到“谢谢你”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","云端信使把这条线索记进冒险日志：说得好，我们可以继续前进了。","云端信使温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《绿野仙踪》·第三章　搭救稻草人","”
“
不是，
”
稻草人回答说，
“
是划着的火柴。","local-2年级-二年级下册必读-绿野仙踪","local-2年级-二年级下册必读-绿野仙踪-chapter-3","local-2年级-二年级下册必读-绿野仙踪-chapter-3-q3"
"pending","","","木偶奇遇记","3","上册","必读","magic-forest","木偶奇遇记 片段 1","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","波伦迪那 | 我明白了 | 一个皇帝","0","波伦迪那","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《木偶奇遇记》·木偶奇遇记 片段 1","事中的皮诺乔已经成为全球一代又一代孩子们心中的童话大明星。","local-3年级-三年级上册必读-木偶奇遇记","local-3年级-三年级上册必读-木偶奇遇记-chapter-1","local-3年级-三年级上册必读-木偶奇遇记-chapter-1-q1"
"pending","","","木偶奇遇记","3","上册","必读","magic-forest","木偶奇遇记 片段 1","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“波伦迪那”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“波伦迪那”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《木偶奇遇记》·木偶奇遇记 片段 1","等到他终
于睁开眼睛的时候，发现自己坐在地板上。","local-3年级-三年级上册必读-木偶奇遇记","local-3年级-三年级上册必读-木偶奇遇记-chapter-1","local-3年级-三年级上册必读-木偶奇遇记-chapter-1-q2"
"pending","","","木偶奇遇记","3","上册","必读","magic-forest","木偶奇遇记 片段 1","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“波伦迪那”说明故事变化","提到“波伦迪那”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《木偶奇遇记》·木偶奇遇记 片段 1","[2]

狒狒，多产于非洲的一种哺乳动物，身体形状像猴子，头部像狗，四肢粗壮，尾巴细
长。","local-3年级-三年级上册必读-木偶奇遇记","local-3年级-三年级上册必读-木偶奇遇记-chapter-1","local-3年级-三年级上册必读-木偶奇遇记-chapter-1-q3"
"pending","","","木偶奇遇记","3","上册","必读","magic-forest","木偶奇遇记 片段 2","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","不许笑 | 我活该 | 可怜的木偶","0","不许笑","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《木偶奇遇记》·木偶奇遇记 片段 2","★
杰佩托住的是底层的一个小房间，没有窗户，完全靠从楼梯那儿射
进来的一点儿光线。","local-3年级-三年级上册必读-木偶奇遇记","local-3年级-三年级上册必读-木偶奇遇记-chapter-2","local-3年级-三年级上册必读-木偶奇遇记-chapter-2-q1"
"pending","","","木偶奇遇记","3","上册","必读","magic-forest","木偶奇遇记 片段 2","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“不许笑”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“不许笑”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《木偶奇遇记》·木偶奇遇记 片段 2","皮诺乔老远就看见那个警察拦断了一条街，他便想出其不意地从他
的胯下溜过去。","local-3年级-三年级上册必读-木偶奇遇记","local-3年级-三年级上册必读-木偶奇遇记-chapter-2","local-3年级-三年级上册必读-木偶奇遇记-chapter-2-q2"
"pending","","","木偶奇遇记","3","上册","必读","magic-forest","木偶奇遇记 片段 2","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“不许笑”说明故事变化","提到“不许笑”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《木偶奇遇记》·木偶奇遇记 片段 2","可是蟋蟀既有耐心又镇静，他非但不因为这句无礼的话而生气，还","local-3年级-三年级上册必读-木偶奇遇记","local-3年级-三年级上册必读-木偶奇遇记-chapter-2","local-3年级-三年级上册必读-木偶奇遇记-chapter-2-q3"
"pending","","","木偶奇遇记","3","上册","必读","magic-forest","木偶奇遇记 片段 3","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","一般说来 | 谁呀 | 是我","0","一般说来","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《木偶奇遇记》·木偶奇遇记 片段 3","继续用同样的口气说：
“
但是如果你不喜欢上学，那么至少也该学一门手艺呀，光为了老
老实实地挣一口饭吃，也该这么做的！","local-3年级-三年级上册必读-木偶奇遇记","local-3年级-三年级上册必读-木偶奇遇记-chapter-3","local-3年级-三年级上册必读-木偶奇遇记-chapter-3-q1"
"pending","","","木偶奇遇记","3","上册","必读","magic-forest","木偶奇遇记 片段 3","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“一般说来”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“一般说来”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《木偶奇遇记》·木偶奇遇记 片段 3","”
说着他张开翅膀，朝开着的窗户猛冲出去，一下子便飞得无影无踪
了。","local-3年级-三年级上册必读-木偶奇遇记","local-3年级-三年级上册必读-木偶奇遇记-chapter-3","local-3年级-三年级上册必读-木偶奇遇记-chapter-3-q2"
"pending","","","木偶奇遇记","3","上册","必读","magic-forest","木偶奇遇记 片段 3","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“一般说来”说明故事变化","提到“一般说来”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《木偶奇遇记》·木偶奇遇记 片段 3","大颗大颗的泪珠流下双颊，他哭
着问道：","local-3年级-三年级上册必读-木偶奇遇记","local-3年级-三年级上册必读-木偶奇遇记-chapter-3","local-3年级-三年级上册必读-木偶奇遇记-chapter-3-q3"
"pending","","","格林童话","3","上册","必读","magic-forest","格林童话 片段 1","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","咩咩 | 圣经 | 狼死喽狼死喽","0","咩咩","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《格林童话》·格林童话 片段 1","《格林童话》出色地体现了民间故事的这些特色。","local-3年级-三年级上册必读-格林童话","local-3年级-三年级上册必读-格林童话-chapter-1","local-3年级-三年级上册必读-格林童话-chapter-1-q1"
"pending","","","格林童话","3","上册","必读","magic-forest","格林童话 片段 1","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“咩咩”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“咩咩”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《格林童话》·格林童话 片段 1","第一个逃到桌子下面，第二个钻进被窝里，第三个钻进炉
子，第四个跑进了厨房，第五个藏在柜子里，第六个躲在洗脸盆下面，
第七个挤进了壁钟箱。","local-3年级-三年级上册必读-格林童话","local-3年级-三年级上册必读-格林童话-chapter-1","local-3年级-三年级上册必读-格林童话-chapter-1-q2"
"pending","","","格林童话","3","上册","必读","magic-forest","格林童话 片段 1","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“咩咩”说明故事变化","提到“咩咩”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《格林童话》·格林童话 片段 1","”
一边叫一边拉着它们的妈妈高高兴兴地围着井跳起舞来。","local-3年级-三年级上册必读-格林童话","local-3年级-三年级上册必读-格林童话-chapter-1","local-3年级-三年级上册必读-格林童话-chapter-1-q3"
"pending","","","格林童话","3","上册","必读","magic-forest","格林童话 片段 2","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","笃笃笃 | 漂亮的衣服 | 珍珠和宝石","0","笃笃笃","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《格林童话》·格林童话 片段 2","灰姑娘
从前有个富人的妻子得了重病，当她感到自己的末日就要来临的时
候，便把她的独生女儿叫到床前，说：
“
亲爱的孩子，你要做个虔诚、
善良的人。","local-3年级-三年级上册必读-格林童话","local-3年级-三年级上册必读-格林童话-chapter-2","local-3年级-三年级上册必读-格林童话-chapter-2-q1"
"pending","","","格林童话","3","上册","必读","magic-forest","格林童话 片段 2","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“笃笃笃”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“笃笃笃”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《格林童话》·格林童话 片段 2","”
灰姑娘一听就哭了起来，继母说：
“
要是这次你
能在一个小时之内把两满碗扁豆从灰里拣出来，就让你一起去。","local-3年级-三年级上册必读-格林童话","local-3年级-三年级上册必读-格林童话-chapter-2","local-3年级-三年级上册必读-格林童话-chapter-2-q2"
"pending","","","格林童话","3","上册","必读","magic-forest","格林童话 片段 2","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“笃笃笃”说明故事变化","提到“笃笃笃”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《格林童话》·格林童话 片段 2","第三天，在父母亲和姐姐们离家以后，灰姑娘又去母亲坟前对小榛
子树说：
树呀，你摇摇，你抖抖，
你把金子、银子往我身上抛。","local-3年级-三年级上册必读-格林童话","local-3年级-三年级上册必读-格林童话-chapter-2","local-3年级-三年级上册必读-格林童话-chapter-2-q3"
"pending","","","格林童话","3","上册","必读","magic-forest","格林童话 片段 3","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","没有了 | 好吧 | 这是我的舞伴","0","没有了","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《格林童话》·格林童话 片段 3","这次小白鸟抛给她的衣服非常华丽和耀眼，鞋子是纯金的，她还从
来没有穿过这样的衣服。","local-3年级-三年级上册必读-格林童话","local-3年级-三年级上册必读-格林童话-chapter-3","local-3年级-三年级上册必读-格林童话-chapter-3-q1"
"pending","","","格林童话","3","上册","必读","magic-forest","格林童话 片段 3","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“没有了”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“没有了”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《格林童话》·格林童话 片段 3","青蛙王子
在希望尚能成真的古代，有一位国王。","local-3年级-三年级上册必读-格林童话","local-3年级-三年级上册必读-格林童话-chapter-3","local-3年级-三年级上册必读-格林童话-chapter-3-q2"
"pending","","","格林童话","3","上册","必读","magic-forest","格林童话 片段 3","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“没有了”说明故事变化","提到“没有了”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《格林童话》·格林童话 片段 3","难道你已经忘记，
昨天说过什么话，
在那清凉的井边？","local-3年级-三年级上册必读-格林童话","local-3年级-三年级上册必读-格林童话-chapter-3","local-3年级-三年级上册必读-格林童话-chapter-3-q3"
"pending","","","狐狸列那的故事","3","上册","必读","magic-forest","第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（1）","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","狐狸 | 狐媚 | 舅舅","0","狐狸","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《狐狸列那的故事》·第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（1）","底消灭

译本前言

有关狐狸列那的故事，在法国家喻户晓。","local-3年级-三年级上册必读-狐狸列那的故事","local-3年级-三年级上册必读-狐狸列那的故事-chapter-1","local-3年级-三年级上册必读-狐狸列那的故事-chapter-1-q1"
"pending","","","狐狸列那的故事","3","上册","必读","magic-forest","第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（1）","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“快抓住那头狐狸”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“快抓住那头狐狸”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《狐狸列那的故事》·第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（1）","”

队长边喊边蹬马刺，

“

快抓住那头狐狸！","local-3年级-三年级上册必读-狐狸列那的故事","local-3年级-三年级上册必读-狐狸列那的故事-chapter-1","local-3年级-三年级上册必读-狐狸列那的故事-chapter-1-q2"
"pending","","","狐狸列那的故事","3","上册","必读","magic-forest","第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（1）","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“狐媚”说明故事变化","提到“狐媚”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《狐狸列那的故事》·第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（1）","沿着通向塔楼的台阶，另一半人马来到塔楼之间的护墙上。","local-3年级-三年级上册必读-狐狸列那的故事","local-3年级-三年级上册必读-狐狸列那的故事-chapter-1","local-3年级-三年级上册必读-狐狸列那的故事-chapter-1-q3"
"pending","","","狐狸列那的故事","3","上册","必读","magic-forest","第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（2）","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","该死的狐狸 | 这不可能 | 真见鬼","0","该死的狐狸","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《狐狸列那的故事》·第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（2）","啦的木鞋声在圆形通道上响个不停，听起来真使人毛骨悚然，仿佛地狱

中的魔鬼现在全数集中到王爷府！","local-3年级-三年级上册必读-狐狸列那的故事","local-3年级-三年级上册必读-狐狸列那的故事-chapter-2","local-3年级-三年级上册必读-狐狸列那的故事-chapter-2-q1"
"pending","","","狐狸列那的故事","3","上册","必读","magic-forest","第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（2）","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“该死的狐狸”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“该死的狐狸”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《狐狸列那的故事》·第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（2）","但是列那很机灵，东跳西

窜，谁都抓不着。","local-3年级-三年级上册必读-狐狸列那的故事","local-3年级-三年级上册必读-狐狸列那的故事-chapter-2","local-3年级-三年级上册必读-狐狸列那的故事-chapter-2-q2"
"pending","","","狐狸列那的故事","3","上册","必读","magic-forest","第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（2）","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“该死的狐狸”说明故事变化","提到“该死的狐狸”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《狐狸列那的故事》·第十五章　列那如何跟杜弗雷斯纳王爷合作，最终把森林中的狼群彻（2）","他露面也好，不露面也好，暂

且先不管，今天下午父王和我的王爷兄弟们要来城堡，我们要好好迎接

招待

……”","local-3年级-三年级上册必读-狐狸列那的故事","local-3年级-三年级上册必读-狐狸列那的故事-chapter-2","local-3年级-三年级上册必读-狐狸列那的故事-chapter-2-q3"
"pending","","","狐狸列那的故事","3","上册","必读","magic-forest","第二章","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","什么也没有 | 狐皮 | 时机到了","0","什么也没有","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《狐狸列那的故事》·第二章","列那错失一顿盛宴和设计谋害鹭鸶潘萨尔以及自己差点淹死
时辰一到，王爷率领仪仗队伍出城前去恭候父王光临。","local-3年级-三年级上册必读-狐狸列那的故事","local-3年级-三年级上册必读-狐狸列那的故事-chapter-3","local-3年级-三年级上册必读-狐狸列那的故事-chapter-3-q1"
"pending","","","狐狸列那的故事","3","上册","必读","magic-forest","第二章","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“什么也没有”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“什么也没有”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《狐狸列那的故事》·第二章","我得动些脑筋：本来嘛，不劳者，不得
食。","local-3年级-三年级上册必读-狐狸列那的故事","local-3年级-三年级上册必读-狐狸列那的故事-chapter-3","local-3年级-三年级上册必读-狐狸列那的故事-chapter-3-q2"
"pending","","","狐狸列那的故事","3","上册","必读","magic-forest","第二章","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“什么也没有”说明故事变化","提到“什么也没有”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《狐狸列那的故事》·第二章","我发誓，
不把食柜装得满满的，就不是我
……”","local-3年级-三年级上册必读-狐狸列那的故事","local-3年级-三年级上册必读-狐狸列那的故事-chapter-3","local-3年级-三年级上册必读-狐狸列那的故事-chapter-3-q3"
"pending","","","爱丽丝漫游奇境","3","下册","必读","sky-kingdom","第一章 钻进兔子洞（1）","memory","1","云端信使轻声问：刚才这段里，哪个线索最值得记住？","喝我 | 那不行 | 橙子玛玛酱","0","喝我","","云端信使点点头：对，就是这个线索。你已经抓住故事里的关键了。","云端信使提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《爱丽丝漫游奇境》·第一章 钻进兔子洞（1）","钻进兔子洞

阿

丽思陪着她姊姊闲坐在河边上没有事做，坐得好不耐烦。","local-3年级-三年级下册必读-爱丽丝漫游奇境","local-3年级-三年级下册必读-爱丽丝漫游奇境-chapter-1","local-3年级-三年级下册必读-爱丽丝漫游奇境-chapter-1-q1"
"pending","","","爱丽丝漫游奇境","3","下册","必读","sky-kingdom","第一章 钻进兔子洞（1）","plot_choice","2","云端信使摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“喝我”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“喝我”这条线索继续找","","云端信使露出笑容：没错，真正的冒险者会顺着故事线索往前走。","云端信使指了指书页：想一想，这一段里什么事情让故事继续前进？","《爱丽丝漫游奇境》·第一章 钻进兔子洞（1）","泼里寺、麻

达姆

，这是新西兰啊，还是澳大利亚啊？","local-3年级-三年级下册必读-爱丽丝漫游奇境","local-3年级-三年级下册必读-爱丽丝漫游奇境-chapter-1","local-3年级-三年级下册必读-爱丽丝漫游奇境-chapter-1-q2"
